event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-21 21:55,994,23.066666666666666,24.90998597896334,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011763977,,,24.90998597896334,25.30124514549764,25.615910156416717,25.287399828449175,25.802432349222236
sensor,1979-06-21 21:65,995,22.8,24.885717648284356,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011763984,,,24.885717648284356,25.273030397717697,25.590546090300275,25.26215673163029,25.777942958585896
sensor,1979-06-21 22:15,996,22.516666666666666,24.86032839497038,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011763991,,,24.86032839497038,25.243028209518297,25.56294372406887,25.235391182816414,25.751211833302058
sensor,1979-06-21 22:25,997,22.233333333333334,24.834078601294657,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117639976,,,24.834078601294657,25.211526351927876,25.533439014650547,25.207323401860855,25.722501645902007
sensor,1979-06-21 22:35,998,21.950000000000003,24.807105976590876,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117640044,,,24.807105976590876,25.178739456140313,25.502269572642035,25.178133473463667,25.691921303131757
sensor,1979-06-21 22:45,999,21.666666666666668,24.7794070044639,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764011,,,24.7794070044639,25.144664889137953,25.469451881366687,25.1478290732136,25.65915153836866
sensor,1979-06-21 22:55,1000,21.383333333333336,24.750921175342377,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764018,,,24.750921175342377,25.109156587972855,25.43484573837659,25.116338193900855,25.625307412892106
sensor,1979-06-21 22:65,1001,21.1,24.72155211100751,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764025,,,24.72155211100751,25.071670359039835,25.39796085557871,25.083489297615355,25.591039331203213
sensor,1979-06-21 23:15,1002,20.81666666666667,24.691201751730176,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117640317,,,24.691201751730176,25.033178197178124,25.360022600159912,25.04866096283445,25.556173915170287
sensor,1979-06-21 23:25,1003,20.533333333333335,24.659283254623908,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117640385,,,24.659283254623908,24.994727447914837,25.32185681612814,25.012855309152815,25.520639266990386
