event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1986-07-15 00:10,0,24.666666666666668,25.585553635042867,Core_ZN,4778.0241308,0.7963373551333334,0.7963373551333334,,,25.585553635042867,25.963751675867446,26.141328191013287,25.8773853065014,26.120748537054922
sensor,1986-07-15 00:20,1,23.733333333333334,25.554475131134172,Core_ZN,4778.0241308,0.7963373551333334,1.5926747102666667,,,25.554475131134172,25.93155778079934,26.108483315003383,25.8476216706724,26.088105084182853
sensor,1986-07-15 00:30,2,22.8,25.506271092839775,Core_ZN,4778.0241308,0.7963373551333334,2.3890120654,,,25.506271092839775,25.881607271806022,26.05947012562152,25.80138253713631,26.038725609320306
sensor,1986-07-15 00:40,3,21.866666666666667,25.44792049441235,Core_ZN,4778.0241308,0.7963373551333334,3.1853494205333335,,,25.44792049441235,25.821351152200936,26.000977728079217,25.745625015801192,25.979616632898875
sensor,1986-07-15 00:50,4,20.933333333333334,25.39521705249533,Core_ZN,4778.0241308,0.7963373551333334,3.9816867756666667,,,25.39521705249533,25.766921173431744,25.948017980487464,25.695357487727737,25.926063134438422
sensor,1986-07-15 00:60,5,20.0,25.323234394237307,Core_ZN,4778.0241308,0.7963373551333334,4.7780241308,,,25.323234394237307,25.693348194261958,25.876840111044473,25.627350380654224,25.853995084206566
sensor,1986-07-15 01:10,6,20.0,25.245546359387866,Core_ZN,4778.0241308,0.7963373551333334,5.574361485933334,,,25.245546359387866,25.613571950225452,25.799058399496392,25.55223194035719,25.775143131891397
sensor,1986-07-15 01:20,7,20.0,25.19793893397998,Core_ZN,4778.0241308,0.7963373551333334,6.370698841066668,,,25.19793893397998,25.564357024823508,25.75265830929831,25.506545676828168,25.72778434443829
sensor,1986-07-15 01:30,8,20.0,25.171542893878197,Core_ZN,4778.0241308,0.7963373551333334,7.1670361962000015,,,25.171542893878197,25.533724734060126,25.72472485087654,25.480491996261822,25.69926937320134
sensor,1986-07-15 01:40,9,20.0,25.15124609328559,Core_ZN,4778.0241308,0.7963373551333334,7.963373551333335,,,25.15124609328559,25.50689676107008,25.699566164028074,25.457852856533407,25.673737395725787
decision,1986-07-15 01:40,9,20.0,25.15124609328559,Core_ZN,4778.0241308,0.7963373551333334,7.963373551333335,"{""cooling"": {""Core_ZN"": 25.0, ""Perimeter_ZN_1"": 25.0, ""Perimeter_ZN_2"": 25.0, ""Perimeter_ZN_3"": 25.0, ""Perimeter_ZN_4"": 25.0}, ""heating"": {""Core_ZN"": 20.0, ""Perimeter_ZN_1"": 20.0, ""Perimeter_ZN_2"": 20.0, ""Perimeter_ZN_3"": 20.0, ""Perimeter_ZN_4"": 20.0}}",smoke-test setpoint bump,25.15124609328559,25.50689676107008,25.699566164028074,25.457852856533407,25.673737395725787
sensor,1986-07-15 01:50,10,20.0,25.142061922391193,Core_ZN,4778.0241308,0.7963373551333334,8.759710906466669,,,25.142061922391193,25.0406277373255,25.092660940910108,25.445761795445,25.087604625916725
sensor,1986-07-15 01:60,11,20.0,25.12936556020301,Core_ZN,4778.0241308,0.7963373551333334,9.556048261600003,,,25.12936556020301,25.00223317146292,25.011051031111425,25.428480372139077,25.01016602926018
sensor,1986-07-15 02:10,12,19.900000000000002,25.119372966636202,Core_ZN,4778.0241308,0.7963373551333334,10.352385616733336,,,25.119372966636202,25.000615208496505,25.003923132819818,25.414877907053334,25.003583552410962
sensor,1986-07-15 02:20,13,19.8,25.10778859966144,Core_ZN,4778.0241308,0.7963373551333334,11.14872297186667,,,25.10778859966144,25.18556953453768,25.293835319905206,25.399330089652125,25.281587186219667
sensor,1986-07-15 02:30,14,19.7,25.08778651652251,Core_ZN,4778.0241308,0.7963373551333334,11.945060327000004,,,25.08778651652251,25.29223757316856,25.450685720230204,25.373352570895907,25.43147647481765
sensor,1986-07-15 02:40,15,19.6,25.070400895793313,Core_ZN,4778.0241308,0.7963373551333334,12.741397682133337,,,25.070400895793313,25.30648529713056,25.475654496430984,25.35059157475988,25.454296372505187
sensor,1986-07-15 02:50,16,19.5,25.05277005185662,Core_ZN,4778.0241308,0.7963373551333334,13.537735037266671,,,25.05277005185662,25.30050647551882,25.47507489528177,25.327306357617246,25.45245647497055
sensor,1986-07-15 02:60,17,19.4,25.034704611878073,Core_ZN,4778.0241308,0.7963373551333334,14.334072392400005,,,25.034704611878073,25.285409851655302,25.463197905180497,25.30343386118146,25.43990364106736
sensor,1986-07-15 03:10,18,19.316666666666666,25.016974070315005,Core_ZN,4778.0241308,0.7963373551333334,15.130409747533339,,,25.016974070315005,25.266494347546136,25.445906429933416,25.278631569624384,25.422158285587866
sensor,1986-07-15 03:20,19,19.233333333333334,25.00039499105855,Core_ZN,4778.0241308,0.7963373551333334,15.926747102666672,,,25.00039499105855,25.24682288798753,25.427600105787935,25.254874992330237,25.40358860806769
sensor,1986-07-15 03:30,20,19.15,24.984426570235712,Core_ZN,4778.0241308,0.7963373551333334,16.723084457800006,,,24.984426570235712,25.226409007849995,25.40821986258914,25.232239781709247,25.38411875510148
sensor,1986-07-15 03:40,21,19.066666666666663,24.96876652345728,Core_ZN,4778.0241308,0.7963373551333334,17.519421812933338,,,24.96876652345728,25.20537639884209,25.388041525563814,25.210080454573074,25.36388885086917
