event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-24 10:50,1360,19.316666666666666,23.999162423518648,Core_ZN,3735.151781212545,0.6225252968687575,537.7612969261241,,,23.999162423518648,23.99944259047633,23.999573620781817,23.999494973410904,23.999671591508868
sensor,1979-06-24 10:65,1361,19.4,23.999476694148267,Core_ZN,3760.0387940425385,0.6266731323404231,538.3879700584646,,,23.999476694148267,23.999629423373552,23.999748154879125,23.999680535300683,23.999783352284627
sensor,1979-06-24 11:15,1362,19.6,23.99965022835527,Core_ZN,3571.861239882513,0.5953102066470854,538.9832802651117,,,23.99965022835527,23.999764706878665,23.999837916358473,23.999804635515844,23.99987451598897
sensor,1979-06-24 11:20,1363,19.8,23.999483944732596,Core_ZN,3604.526609079272,0.6007544348465452,539.5840346999582,,,23.999483944732596,23.99965761176836,23.999793729755897,23.999720699789442,23.999841966719405
sensor,1979-06-24 11:30,1364,20.0,23.99943991226526,Core_ZN,3644.327811215687,0.6073879685359478,540.1914226684942,,,23.99943991226526,23.99965653024206,23.99979202702795,23.99972138171563,23.99984852455101
sensor,1979-06-24 11:45,1365,20.200000000000003,23.999616531027932,Core_ZN,3672.3820886277517,0.6120636814379585,540.8034863499321,,,23.999616531027932,23.999726652217408,23.999833950323442,23.999783914068253,23.99986041250354
sensor,1979-06-24 11:55,1366,20.4,23.999636836540702,Core_ZN,3703.9218248508414,0.6173203041418068,541.4208066540739,,,23.999636836540702,23.999756538973763,23.99985149705026,23.999808587428173,23.999878808909607
sensor,1979-06-24 11:63,1367,20.6,23.999727300465796,Core_ZN,3735.6404891905922,0.622606748198432,542.0434134022723,,,23.999727300465796,23.99980280525445,23.99988096184796,23.999846842691362,23.999897802298456
sensor,1979-06-24 12:13,1368,20.6,23.999613334636486,Core_ZN,3970.68454459093,0.6617807574318216,542.7051941597042,,,23.999613334636486,23.999723879260934,23.999823127761836,23.999774367095995,23.99984777733619
sensor,1979-06-24 12:23,1369,20.6,23.999597314788065,Core_ZN,3985.2991695378814,0.6642165282563135,543.3694106879606,,,23.999597314788065,23.999708371979803,23.99980970277484,23.999760262034023,23.99983847051719
sensor,1979-06-24 12:33,1370,20.6,23.999587933425694,Core_ZN,3996.662072650292,0.6661103454417153,544.0355210334022,,,23.999587933425694,23.9996994585346,23.999803843755636,23.99975289353407,23.999834540002816
sensor,1979-06-24 12:45,1371,20.6,23.99941523287343,Core_ZN,4005.3968777579908,0.6675661462929985,544.7030871796952,,,23.99941523287343,23.999577050813613,23.999740182341192,23.999648719134612,23.99976822694949
sensor,1979-06-24 12:55,1372,20.6,23.999401001361136,Core_ZN,4012.1857894395857,0.6686976315732642,545.3717848112685,,,23.999401001361136,23.999573957673796,23.99972290960674,23.999639520162212,23.999763298410144
